Timestamp,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15
2.500112533569336,22.5,22.375,22.5,22.5,22.625,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.375,22.625,22.5
2.9878346920013428,22.5,22.375,22.5,22.5,22.625,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.5
3.4746315479278564,22.5,22.375,22.5,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.375,22.625,22.5
3.9627020359039307,22.5,22.375,22.5,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.5
4.449138641357422,22.5,22.375,22.5,22.5,22.625,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.625
4.9370276927948,22.5,22.375,22.5,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.625
5.423783302307129,22.5,22.375,22.625,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.625,22.625,22.5,22.625,22.5
5.911398410797119,22.5,22.375,22.625,22.625,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.5
6.399390697479248,22.5,22.375,22.5,22.5,22.625,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.625
6.8859992027282715,22.5,22.375,22.5,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.625
7.373913764953613,22.5,22.375,22.5,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.625
7.8604981899261475,22.5,22.375,22.5,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.5
8.347893476486206,22.5,22.375,22.625,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.625
8.83574628829956,22.5,22.375,22.625,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.5
9.322381973266602,22.5,22.375,22.5,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.625,22.625,22.5,22.625,22.625
9.809630632400513,22.5,22.5,22.5,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.625
10.297355651855469,22.5,22.375,22.625,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.5
10.784135341644287,22.5,22.375,22.625,22.5,22.75,22.75,22.375,22.5,22.625,22.375,22.5,22.625,22.5,22.625,22.625
