1,290.257000000000,287.975000000000
1803.50000000000,290.257000000000,287.975000000000
5403.50000000000,294.176000000000,291.305000000000
9003.50000000000,295.751000000000,292.879000000000
12603.5000000000,296.748000000000,293.881000000000
16203.5000000000,297.468000000000,294.602000000000
19803.5000000000,298.014000000000,295.150000000000
23403.5000000000,298.475000000000,295.605000000000
27003.5000000000,298.852000000000,295.981000000000
30603.5000000000,299.142000000000,296.283000000000
34203.5000000000,299.422000000000,296.553000000000
37803.5000000000,299.656000000000,296.788000000000
41403.5000000000,299.870000000000,297
45003.5000000000,300.056000000000,297.191000000000
48603.5000000000,300.229000000000,297.366000000000
52203.5000000000,300.386000000000,297.523000000000
55803.5000000000,300.552000000000,297.683000000000
59403.5000000000,300.686000000000,297.824000000000
63003.5000000000,300.832000000000,297.959000000000
66603.5000000000,300.993000000000,298.124000000000
70203.5000000000,301.094000000000,298.232000000000
73803.5000000000,301.155000000000,298.290000000000
77403.5000000000,301.341000000000,298.473000000000
81003.5000000000,301.398000000000,298.527000000000
84603.5000000000,301.507000000000,298.638000000000
88203.5000000000,301.591000000000,298.730000000000
91803.5000000000,301.646000000000,298.778000000000
95403.5000000000,301.714000000000,298.849000000000
99003.5000000000,301.778000000000,298.913000000000
102603.500000000,301.845000000000,298.977000000000
106203.500000000,301.900000000000,299.037000000000
109803.500000000,301.975000000000,299.106000000000
113403.500000000,302.014000000000,299.151000000000
117003.500000000,302.056000000000,299.193000000000
120603.500000000,302.123000000000,299.255000000000
124203.500000000,302.176000000000,299.311000000000
127803.500000000,302.234000000000,299.367000000000
131403.500000000,302.286000000000,299.421000000000
135003.500000000,302.336000000000,299.473000000000
138603.500000000,302.409000000000,299.542000000000
142203.500000000,302.478000000000,299.608000000000
145803.500000000,302.535000000000,299.677000000000
149403.500000000,302.617000000000,299.743000000000
153003.500000000,302.715000000000,299.847000000000
156603.500000000,302.810000000000,299.938000000000
160203.500000000,302.876000000000,300.016000000000
163803.500000000,302.916000000000,300.053000000000
167403.500000000,302.965000000000,300.092000000000
171003.500000000,303.006000000000,300.138000000000
174603.500000000,303.036000000000,300.167000000000
178203.500000000,303.047000000000,300.184000000000
181803.500000000,303.069000000000,300.204000000000
185403.500000000,303.080000000000,300.216000000000
189003.500000000,303.092000000000,300.227000000000
192603.500000000,303.119000000000,300.253000000000
196203.500000000,303.159000000000,300.289000000000
199803.500000000,303.160000000000,300.300000000000
203403.500000000,303.190000000000,300.322000000000
207003.500000000,303.217000000000,300.351000000000
210603.500000000,303.247000000000,300.379000000000
214203.500000000,303.271000000000,300.403000000000
217803.500000000,303.292000000000,300.425000000000
221403.500000000,303.300000000000,300.444000000000
225003.500000000,303.352000000000,300.486000000000
228603.500000000,303.407000000000,300.537000000000
232203.500000000,303.446000000000,300.579000000000
235803.500000000,303.505000000000,300.639000000000
239403.500000000,303.626000000000,300.752000000000
243003.500000000,303.814000000000,300.946000000000
246603.500000000,303.925000000000,301.063000000000
250203.500000000,303.985000000000,301.118000000000
